genus	coculture_1_0d	coculture_2_0d	coculture_3_0d	coculture_1_9d	coculture_2_9d	coculture_3_9d	coculture_1_70d	coculture_2_70d	coculture_3_70d	coculture_1_450d	coculture_2_450d	coculture_3_450d	coculture_1_720d	coculture_2_720d	coculture_3_720d
Grimontia	0.011150306	0.013162824	0.011132476	0.001007547	0.001009826	0.002020059	0.001011644	0.001012761	0.00303976	0.001016291	0.001009214	0.001010417	0.001020721	0.001017822	0.002035831
Bacterioplanes	0.011150306	0.013162824	0.013156563	0.002015093	0.002019651	0.002020059	0	0.001012761	0	0.001016291	0.001009214	0.001010417	0.001020721	0.002035644	0.001017915
Natrarchaeobaculum	0	0	0	0	0	0	0	0	0	0.003048873	0.003027642	0.00404167	0.012248648	0.014249509	0.014250814
Lysinimonas	0	0	0	0	0	0	0.001011644	0.001012761	0.001013253	0.002032582	0.002018428	0.006062504	0.010207206	0.013231687	0.014250814
Libanicoccus	0	0	0	0	0	0	0.001011644	0.001012761	0.002026507	0.003048873	0.003027642	0.00404167	0.012248648	0.013231687	0.011197068
Mycoplasma	0.003040993	0.001012525	0.001012043	0.005037733	0.005049128	0.003030089	0.003034932	0.004051043	0.005066267	0.001016291	0.008073713	0.007072922	0.001020721	0.001017822	0.002035831
Christensenella	0.001013664	0	0	0.001007547	0.002019651	0.00101003	0.002023288	0.001012761	0.00303976	0.003048873	0.002018428	0.003031252	0.010207206	0.012213865	0.008143322
Spirochaeta	0.001013664	0	0	0.001007547	0	0.00101003	0.00505822	0.004051043	0.007092773	0.003048873	0.002018428	0.003031252	0.006124324	0.006106932	0.010179153
Jatrophihabitans	0.003040993	0.003037575	0.004048173	0.001007547	0.001009826	0.00101003	0.002023288	0.001012761	0.002026507	0.003048873	0.002018428	0.003031252	0.007145044	0.007124754	0.009161238
Izhakiella	0.001013664	0	0	0.002015093	0.002019651	0.002020059	0.003034932	0.009114847	0.005066267	0.004065165	0.003027642	0.003031252	0.006124324	0.004071288	0.005089577
Lacibacter	0.004054657	0.001012525	0.002024087	0.006045279	0.006058954	0.003030089	0.002023288	0.005063804	0.007092773	0.001016291	0.003027642	0.007072922	0.001020721	0	0.001017915
Anaerocolumna	0.003040993	0.001012525	0.002024087	0.006045279	0.007068779	0.003030089	0.004046576	0.006076565	0.007092773	0.002032582	0.002018428	0.003031252	0.001020721	0.001017822	0.001017915
Pseudopropionibacterium	0	0	0	0.001007547	0	0	0.002023288	0.002025522	0.00303976	0.002032582	0.003027642	0.00404167	0.008165765	0.011196043	0.012214984
Mycetohabitans	0	0	0	0	0.001009826	0.00101003	0.003034932	0.004051043	0.004053013	0.006097747	0.003027642	0.002020835	0.010207206	0.006106932	0.008143322
Acidisarcina	0.001013664	0.001012525	0.001012043	0.001007547	0.003029477	0.003030089	0.00505822	0.002025522	0.004053013	0.003048873	0.003027642	0.002020835	0.006124324	0.007124754	0.006107492
Aggregatibacter	0.004054657	0.001012525	0.001012043	0.004030186	0.004039302	0.005050148	0.006069864	0.006076565	0.005066267	0.005081456	0.002018428	0.002020835	0.001020721	0.001017822	0.001017915
Blautia	0.008109314	0.008100199	0.008096347	0.00302264	0.003029477	0.003030089	0.001011644	0.002025522	0.002026507	0.001016291	0.003027642	0.00404167	0	0.001017822	0.001017915
Pseudactinotalea	0	0	0	0	0	0	0.002023288	0.001012761	0.002026507	0.003048873	0.003027642	0.005052087	0.009186486	0.010178221	0.012214984
Gillisia	0.005068321	0	0.001012043	0.00302264	0.001009826	0.00101003	0	0	0	0.001016291	0.012110569	0.005052087	0.005103603	0.003053466	0.010179153
Moraxella	0.004054657	0.00202505	0.002024087	0.005037733	0.004039302	0.003030089	0.002023288	0.004051043	0.002026507	0.006097747	0.003027642	0.005052087	0.002041441	0.001017822	0.002035831
Alicyclobacillus	0	0	0	0.001007547	0.001009826	0	0.004046576	0.003038282	0.00607952	0.002032582	0.003027642	0.002020835	0.007145044	0.007124754	0.010179153
Enterococcus	0.004054657	0.003037575	0.00303613	0.00302264	0.004039302	0.002020059	0.001011644	0.003038282	0.00303976	0.003048873	0.004036856	0.005052087	0.003062162	0.003053466	0.002035831
Flavonifractor	0	0	0	0	0	0	0	0.001012761	0.001013253	0.003048873	0.002018428	0.00404167	0.010207206	0.012213865	0.012214984
Gibbsiella	0	0	0	0	0	0	0.002023288	0.005063804	0.004053013	0.004065165	0.003027642	0.002020835	0.009186486	0.007124754	0.009161238
Simplicispira	0.001013664	0.001012525	0.001012043	0.001007547	0.001009826	0.002020059	0.002023288	0.004051043	0.002026507	0.004065165	0.005046071	0.005052087	0.006124324	0.004071288	0.006107492
Tumebacillus	0.002027328	0.00202505	0.002024087	0.001007547	0.001009826	0.002020059	0.003034932	0.001012761	0.00303976	0.003048873	0.003027642	0.003031252	0.007145044	0.007124754	0.005089577
Pseudopedobacter	0.003040993	0.001012525	0.001012043	0.005037733	0.006058954	0.003030089	0.003034932	0.005063804	0.005066267	0.001016291	0.005046071	0.005052087	0	0.001017822	0.001017915
Gynuella	0.005068321	0.00607515	0.00607226	0.001007547	0.001009826	0.00101003	0.001011644	0.005063804	0.002026507	0.003048873	0.002018428	0.001010417	0.005103603	0.003053466	0.003053746
Beggiatoa	0.006081985	0.005062625	0.00607226	0.005037733	0.005049128	0.003030089	0.002023288	0.004051043	0.004053013	0.001016291	0.001009214	0.002020835	0	0	0.001017915
Chloracidobacterium	0.002027328	0	0.001012043	0.00302264	0.004039302	0.002020059	0.002023288	0.003038282	0.004053013	0.003048873	0.002018428	0.003031252	0.005103603	0.00508911	0.005089577
Aliivibrio	0.004054657	0.003037575	0.00303613	0.00302264	0.003029477	0.003030089	0.001011644	0.006076565	0.001013253	0.002032582	0.005046071	0.006062504	0.001020721	0.001017822	0.002035831
Auritidibacter	0.002027328	0	0.001012043	0.004030186	0.004039302	0.002020059	0.002023288	0.005063804	0.00607952	0.002032582	0.002018428	0.002020835	0.004082883	0.00508911	0.003053746
Tatumella	0.005068321	0.005062625	0.00607226	0.001007547	0.001009826	0.00101003	0	0.002025522	0.002026507	0.004065165	0.001009214	0.003031252	0.005103603	0.004071288	0.004071661
Hafnia	0.004054657	0.003037575	0.00303613	0.004030186	0.004039302	0.002020059	0.002023288	0.006076565	0.005066267	0.003048873	0.002018428	0.002020835	0.001020721	0.001017822	0.002035831
Propioniciclava	0	0	0	0	0	0	0	0.001012761	0.001013253	0.002032582	0.002018428	0.003031252	0.010207206	0.012213865	0.012214984
Vitreoscilla	0.003040993	0.003037575	0.002024087	0.001007547	0.001009826	0.00101003	0.002023288	0.002025522	0.00303976	0.004065165	0.002018428	0.00404167	0.006124324	0.003053466	0.006107492
Pseudohongiella	0.003040993	0.003037575	0.00303613	0.001007547	0.001009826	0.00101003	0.001011644	0.004051043	0.002026507	0.005081456	0.002018428	0.002020835	0.006124324	0.00508911	0.004071661
Oscillibacter	0.002027328	0.001012525	0.001012043	0.004030186	0.005049128	0.003030089	0.003034932	0.004051043	0.00607952	0.001016291	0.002018428	0.002020835	0.003062162	0.003053466	0.003053746
Lysinibacillus	0.003040993	0.001012525	0.002024087	0.005037733	0.006058954	0.003030089	0.002023288	0.005063804	0.005066267	0.002032582	0.004036856	0.00404167	0	0	0.001017915
Actinobacillus	0.003040993	0.001012525	0.002024087	0.005037733	0.006058954	0.003030089	0.002023288	0.006076565	0.005066267	0.002032582	0.003027642	0.002020835	0.001020721	0.001017822	0.001017915
Thalassotalea	0.001013664	0	0	0.001007547	0.001009826	0.00101003	0.001011644	0.001012761	0.001013253	0.007114038	0.002018428	0.003031252	0.011227927	0.006106932	0.006107492
Kyrpidia	0.001013664	0.001012525	0.001012043	0	0	0	0.001011644	0.001012761	0.002026507	0.002032582	0.002018428	0.002020835	0.009186486	0.011196043	0.009161238
Thermotoga	0.001013664	0	0	0.001007547	0.001009826	0.00101003	0	0.003038282	0.001013253	0.003048873	0.002018428	0.002020835	0.008165765	0.011196043	0.008143322
Mannheimia	0.002027328	0.001012525	0.001012043	0.004030186	0.005049128	0.002020059	0.002023288	0.004051043	0.005066267	0.003048873	0.003027642	0.003031252	0.003062162	0.002035644	0.002035831
Oblitimonas	0.006081985	0.00607515	0.005060217	0.002015093	0.001009826	0.002020059	0.001011644	0.004051043	0.002026507	0.002032582	0.002018428	0.001010417	0.004082883	0.002035644	0.002035831
Plesiomonas	0.008109314	0.010125249	0.00910839	0.001007547	0.001009826	0.00101003	0	0	0	0.003048873	0.004036856	0.002020835	0.001020721	0.001017822	0.001017915
Oecophyllibacter	0	0	0	0	0	0.00101003	0.001011644	0	0.001013253	0.004065165	0.004036856	0.00404167	0.008165765	0.011196043	0.007125407
Spongiibacter	0.003040993	0.00202505	0.002024087	0.001007547	0.001009826	0.00101003	0	0.001012761	0.001013253	0.008130329	0.004036856	0.002020835	0.008165765	0.003053466	0.004071661
Debaryomyces	0.003040993	0.001012525	0.001012043	0.005037733	0.006058954	0.003030089	0.003034932	0.005063804	0.007092773	0.001016291	0.002018428	0.003031252	0	0	0.001017915
Natrialba	0	0	0	0	0	0	0	0	0	0.002032582	0.003027642	0.003031252	0.009186486	0.013231687	0.010179153
Luteipulveratus	0	0	0	0	0	0	0.001011644	0	0.002026507	0.002032582	0.002018428	0.003031252	0.008165765	0.010178221	0.012214984
Natronococcus	0	0	0	0	0	0	0	0.001012761	0.001013253	0.003048873	0.002018428	0.002020835	0.011227927	0.010178221	0.010179153
Oryzomicrobium	0.001013664	0	0	0.002015093	0.001009826	0.002020059	0.001011644	0.005063804	0.002026507	0.007114038	0.002018428	0.003031252	0.007145044	0.004071288	0.003053746
Sulfurimicrobium	0.002027328	0.00202505	0.002024087	0.001007547	0.001009826	0.00101003	0.002023288	0.002025522	0.00303976	0.005081456	0.001009214	0.001010417	0.007145044	0.00508911	0.005089577
Paraglaciecola	0.003040993	0.001012525	0.002024087	0.004030186	0.004039302	0.003030089	0.001011644	0.004051043	0.004053013	0.003048873	0.003027642	0.00404167	0.001020721	0.001017822	0.002035831
Nitrosomonas	0.004054657	0.003037575	0.004048173	0.002015093	0.002019651	0.00101003	0.002023288	0.003038282	0.004053013	0.002032582	0.002018428	0.005052087	0.002041441	0.002035644	0.002035831
Oceanobacillus	0.003040993	0.001012525	0.001012043	0.005037733	0.006058954	0.003030089	0.002023288	0.004051043	0.005066267	0.001016291	0.003027642	0.00404167	0	0.001017822	0.001017915
Ketobacter	0.002027328	0.001012525	0.001012043	0.00302264	0.003029477	0.003030089	0.004046576	0.005063804	0.004053013	0.005081456	0.002018428	0.002020835	0.003062162	0.001017822	0.001017915
Oleiphilus	0.007095649	0.008100199	0.007084303	0.00302264	0.003029477	0.003030089	0.001011644	0.004051043	0.001013253	0.001016291	0	0.001010417	0	0.001017822	0
Desulfobacca	0	0	0	0	0	0	0	0	0	0.002032582	0.002018428	0.003031252	0.010207206	0.012213865	0.010179153
Geitlerinema	0	0	0	0	0	0	0	0	0	0.003048873	0.002018428	0.003031252	0.009186486	0.012213865	0.010179153
Salicibibacter	0	0	0	0.001007547	0.001009826	0.00101003	0	0.001012761	0.001013253	0.002032582	0.002018428	0.003031252	0.008165765	0.011196043	0.008143322
Caldilinea	0	0	0	0.001007547	0.001009826	0	0.002023288	0.004051043	0.00607952	0.003048873	0.003027642	0.002020835	0.006124324	0.004071288	0.007125407
Arcobacter	0.003040993	0	0.001012043	0.004030186	0.004039302	0.002020059	0.001011644	0.007089326	0.00303976	0.002032582	0.005046071	0.006062504	0	0	0.001017915
Companilactobacillus	0.002027328	0	0.001012043	0.00302264	0.004039302	0.002020059	0.002023288	0.004051043	0.005066267	0.003048873	0.004036856	0.003031252	0.002041441	0.002035644	0.002035831
Nitrincola	0.009122978	0.010125249	0.010120433	0.001007547	0.001009826	0.00101003	0	0.001012761	0	0.001016291	0	0.002020835	0.001020721	0.001017822	0.001017915
Halarchaeum	0	0	0	0	0	0	0.001011644	0.001012761	0.002026507	0.005081456	0.001009214	0.003031252	0.010207206	0.007124754	0.008143322
Zymomonas	0.001013664	0	0	0.002015093	0.002019651	0.00101003	0.002023288	0.006076565	0.004053013	0.003048873	0.003027642	0.002020835	0.006124324	0.004071288	0.002035831
Wenyingzhuangia	0.003040993	0	0.001012043	0.00302264	0.005049128	0.003030089	0.002023288	0.003038282	0.005066267	0.001016291	0.004036856	0.00404167	0.001020721	0.001017822	0.002035831
Aciduliprofundum	0.002027328	0	0.001012043	0.00302264	0.003029477	0.002020059	0.002023288	0.006076565	0.00607952	0.002032582	0.002018428	0.001010417	0.004082883	0.002035644	0.002035831
Buttiauxella	0.001013664	0.001012525	0.001012043	0.001007547	0.004039302	0.004040118	0.006069864	0.001012761	0.004053013	0.002032582	0.002018428	0.001010417	0.003062162	0.004071288	0.003053746
Dermabacter	0.006081985	0.00607515	0.005060217	0.001007547	0.001009826	0.00101003	0.002023288	0.002025522	0.002026507	0.001016291	0.001009214	0.001010417	0.002041441	0.002035644	0.005089577
Teredinibacter	0.006081985	0.007087675	0.008096347	0.001007547	0.001009826	0.00101003	0	0.002025522	0.001013253	0.002032582	0.001009214	0.003031252	0.003062162	0.001017822	0.001017915
Hydrogenovibrio	0.006081985	0.005062625	0.00607226	0.002015093	0.002019651	0.00101003	0.001011644	0.003038282	0.00303976	0.002032582	0.001009214	0.002020835	0.002041441	0.001017822	0.001017915
Cytobacillus	0.004054657	0.0040501	0.00303613	0.001007547	0.004039302	0.004040118	0.006069864	0.002025522	0.004053013	0.003048873	0.002018428	0.001010417	0	0	0
Acidimicrobium	0	0	0	0	0	0	0.002023288	0.001012761	0.002026507	0.003048873	0.002018428	0.006062504	0.007145044	0.007124754	0.007125407
Mycetocola	0	0	0	0.001007547	0	0	0	0.002025522	0.002026507	0.004065165	0.001009214	0.002020835	0.010207206	0.007124754	0.008143322
Marisediminicola	0	0	0	0	0	0	0.001011644	0.003038282	0.00303976	0.003048873	0.002018428	0.002020835	0.008165765	0.007124754	0.008143322
Xylella	0.001013664	0.001012525	0	0.001007547	0.001009826	0	0.001011644	0.002025522	0.002026507	0.008130329	0.005046071	0.00404167	0.006124324	0.002035644	0.003053746
Saccharibacillus	0.001013664	0.001012525	0.001012043	0.001007547	0	0.00101003	0.001011644	0.002025522	0.002026507	0.003048873	0.002018428	0.002020835	0.007145044	0.006106932	0.007125407
Zymoseptoria	0	0	0.001012043	0.001007547	0.003029477	0.002020059	0.004046576	0.002025522	0.004053013	0.002032582	0.003027642	0.002020835	0.004082883	0.004071288	0.005089577
Niastella	0.002027328	0	0.001012043	0.005037733	0.005049128	0.002020059	0.002023288	0.004051043	0.004053013	0.001016291	0.002018428	0.00404167	0.002041441	0.002035644	0.001017915
Chitinibacter	0.002027328	0.001012525	0.001012043	0.004030186	0.005049128	0.003030089	0.003034932	0.004051043	0.004053013	0.003048873	0.002018428	0.003031252	0.001020721	0	0.001017915
Reinekea	0.005068321	0.005062625	0.005060217	0.002015093	0.002019651	0.002020059	0	0.003038282	0.001013253	0.004065165	0.003027642	0.001010417	0.002041441	0.001017822	0.001017915
Thermanaerovibrio	0	0	0	0	0	0	0.002023288	0.001012761	0.002026507	0.001016291	0.002018428	0.002020835	0.007145044	0.010178221	0.009161238
Sphaerospermopsis	0	0	0	0.001007547	0.001009826	0	0.001011644	0.007089326	0.004053013	0.003048873	0.004036856	0.001010417	0.007145044	0.004071288	0.003053746
Dysgonomonas	0.003040993	0.001012525	0.001012043	0.004030186	0.005049128	0.003030089	0.002023288	0.005063804	0.005066267	0.001016291	0.002018428	0.003031252	0	0	0.001017915
Rheinheimera	0.005068321	0.008100199	0.007084303	0.001007547	0.001009826	0.00101003	0	0.001012761	0.001013253	0.003048873	0.001009214	0.002020835	0.002041441	0.001017822	0.002035831
Rothia	0	0	0	0.001007547	0.001009826	0.00101003	0.001011644	0.001012761	0.001013253	0.005081456	0.008073713	0.003031252	0.006124324	0.004071288	0.003053746
Akkermansia	0	0	0	0	0	0	0.002023288	0.001012761	0.00303976	0.002032582	0.003027642	0.002020835	0.007145044	0.008142577	0.007125407
Saliniradius	0.004054657	0.0040501	0.00303613	0.001007547	0.001009826	0.00101003	0	0.001012761	0.001013253	0.004065165	0.003027642	0.002020835	0.004082883	0.002035644	0.004071661
Sulfurospirillum	0.005068321	0.00607515	0.00607226	0.002015093	0.002019651	0.00101003	0	0.002025522	0.002026507	0.001016291	0.003027642	0.002020835	0.001020721	0.001017822	0.001017915
Acidothermus	0	0	0	0	0	0	0	0	0	0.003048873	0.002018428	0.003031252	0.008165765	0.009160399	0.009161238
Ruthenibacterium	0	0	0	0	0	0	0	0	0	0.002032582	0.002018428	0.002020835	0.008165765	0.011196043	0.009161238
Candidatus Protochlamydia	0	0	0	0	0.001009826	0.00101003	0.001011644	0.001012761	0.001013253	0.002032582	0.002018428	0.002020835	0.007145044	0.009160399	0.007125407
Trueperella	0	0	0	0.001007547	0.001009826	0.00101003	0.002023288	0.002025522	0.00303976	0.002032582	0.003027642	0.003031252	0.005103603	0.00508911	0.006107492
Kerstersia	0.001013664	0	0	0.001007547	0.001009826	0.00101003	0.001011644	0.005063804	0.002026507	0.004065165	0.002018428	0.005052087	0.003062162	0.003053466	0.005089577
Mobilicoccus	0.001013664	0	0	0.002015093	0.002019651	0.002020059	0.001011644	0.004051043	0.002026507	0.002032582	0.002018428	0.002020835	0.005103603	0.00508911	0.004071661
Halapricum	0	0	0	0	0	0	0.00505822	0.002025522	0.007092773	0.002032582	0.002018428	0.002020835	0.004082883	0.003053466	0.007125407
Anaerolinea	0.001013664	0	0.001012043	0.002015093	0.002019651	0.00101003	0.002023288	0.003038282	0.00303976	0.002032582	0.002018428	0.00404167	0.003062162	0.00508911	0.003053746
Ustilago	0	0	0	0.001007547	0.001009826	0.00101003	0	0	0	0.002032582	0.002018428	0.003031252	0.007145044	0.009160399	0.007125407
Gryllotalpicola	0	0	0	0.001007547	0	0	0.001011644	0.002025522	0.001013253	0.002032582	0.001009214	0.00404167	0.006124324	0.007124754	0.008143322
Kordiimonas	0.001013664	0	0	0.002015093	0.001009826	0.00101003	0.001011644	0.004051043	0.001013253	0.011179203	0.004036856	0.003031252	0.002041441	0.001017822	0.001017915
Litoricola	0.002027328	0.003037575	0.002024087	0	0	0.00101003	0.001011644	0.002025522	0.002026507	0.005081456	0.002018428	0.002020835	0.005103603	0.003053466	0.003053746
Photorhabdus	0.002027328	0.001012525	0.001012043	0.004030186	0.004039302	0.003030089	0.001011644	0.003038282	0.00303976	0.001016291	0.005046071	0.00404167	0	0	0.001017915
Sporomusa	0.002027328	0	0.001012043	0.004030186	0.005049128	0.002020059	0.002023288	0.004051043	0.005066267	0.001016291	0.002018428	0.003031252	0	0.001017822	0.001017915
